buyer_name_clean,ocid,level1,start_date,end_date,co2_pm
CIVIL SERVICE,ocds-0c46vo-0001-dac5adda-492a-47b6-9589-4fee180062b6,Central Government,2018-03-16,2022-03-15,0.83276386036960985574
HIGHWAYS AGENCY,ocds-0c46vo-0001-743b42a3-9413-4e90-abbd-75fdcff72d65,Central Government,2018-03-16,2025-03-17,56.5249771414783118
GOVERNMENT LEGAL DEPARTMENT,ocds-0c46vo-0001-1b80a417-2fca-411d-be81-e06f51efcf53,Central Government,2018-03-16,2023-03-15,0.05875486997480832416
VICTORIA AND ALBERT MUSEUM,ocds-0c46vo-0001-150293d7-7786-4c62-90c0-ef89c38d8844,Central Government,2018-03-17,2023-03-16,52.8770717412239868
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-21ff4e8e-b454-4d9c-97ee-248976f548c2,Central Government,2018-03-19,2024-03-19,66.5755403556771546
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-c934dd5c-d723-4265-8014-0a7cbaebaa30,Central Government,2018-03-20,2023-03-19,0.01041930221796276012
NHS BUSINESS SERVICES AUTHORITY,ocds-0c46vo-0001-1823d124-2329-446a-aa53-e3be4fc84660,Central Government,2018-03-21,2022-03-20,0.42920649363449691965
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-79bb503a-3968-4440-a91c-d1f577e76b25,Central Government,2018-03-22,2022-03-26,0.3206692008949522509
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-458a8b48-f59d-4e0e-b7db-5c0d8f693732,Central Government,2018-03-27,2022-03-26,6.2457289527720739
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-6d828abb-4a1e-40fe-82e8-15390aa747f8,Central Government,2018-03-27,2023-03-26,249.8633625410733843
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-c044a342-a484-440d-9f8d-2717080a66dd,Central Government,2018-03-27,2023-03-31,0.16612069907154560341
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-be2fd5c0-cbd9-4b31-86f3-6f4779dbd9c3,Central Government,2018-03-29,2021-09-29,0.72468203278688524646
DEPARTMENT OF HEALTH,ocds-0c46vo-0001-3ddda6f5-64bf-42f5-a85f-6d8b9d3cca63,Central Government,2018-03-31,2023-03-31,159.85157794348555
HM LAND REGISTRY,ocds-0c46vo-0001-d5fac707-2712-433d-9b98-f00bc17ff04d,Central Government,2018-03-31,2023-03-30,0.02498633625410733843
COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ocds-0c46vo-0001-54ce58ae-0ee4-4a3b-b47f-a00452b78aaa,NHS,2018-03-31,2024-03-30,0.00261983255474452555
DEPARTMENT OF HEALTH,ocds-0c46vo-0001-a0be5cf6-814e-4ce1-83d1-a10985df2121,Central Government,2018-03-31,2023-03-31,25.7721165755775041
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-e3a20c12-063d-48d5-9495-4092108bcce8,NHS,2018-03-31,2024-03-31,0.0156036422708618331
COUNTESS OF CHESTER HOSPITAL NHSFT,ocds-0c46vo-0001-54ce58ae-0ee4-4a3b-b47f-a00452b78aaa,NHS,2018-03-31,2024-03-30,0.00261983255474452555
DEPARTMENT OF HEALTH,ocds-0c46vo-0001-5bc4e9cf-f553-4afa-a300-06e3d011f551,Central Government,2018-03-31,2023-03-31,2.2282455250155008
DEPARTMENT OF HEALTH,ocds-0c46vo-0001-3c812537-c72e-499d-9e50-43dee73fdc40,Central Government,2018-03-31,2023-08-31,23.7806347941060606
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-291e5bbf-5490-40e1-bcb1-665b7d9d2312,Central Government,2018-04-01,2022-03-31,0.9576784394250513341
NHS BUSINESS SERVICES AUTHORITY,ocds-0c46vo-0001-722acfbf-2bee-41ab-8264-91f588d7f0ea,Central Government,2018-04-01,2022-03-31,23.5255790554414784
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-c94d6555-fea0-4061-b541-1de9e9b95f4c,NHS,2018-04-01,2022-03-31,9.5784499219712526
MINISTRY OF DEFENCE,ocds-0c46vo-0001-7607170d-7e6c-4cec-9626-17ed0feb2fbc,Central Government,2018-04-01,2022-03-30,1.2500013698630137
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-9c88f5a6-15e1-4138-8047-17fa622e8464,Central Government,2018-04-01,2022-03-31,0.9576784394250513341
MINISTRY OF DEFENCE,ocds-0c46vo-0001-88659c22-be88-445c-9a72-13f904f9fdc7,Central Government,2018-04-01,2023-03-31,48.9013250398685651
MINISTRY OF DEFENCE,ocds-0c46vo-0001-017e30c9-7d66-4eb7-85e1-43c2cc5eec2f,Central Government,2018-04-01,2023-03-31,58.1624864189950712
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-e199a1f8-28d2-47ea-af71-d203f28ec6ad,Central Government,2018-04-01,2022-03-31,0.74948747433264887017
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-fe38af20-4def-4ddb-98db-bb9c177e0466,Central Government,2018-04-01,2023-03-31,0.58999236343373493933
OXFORD HEALTH NHS FOUNDATION TRUST,ocds-0c46vo-0001-58573750-0d95-4e89-9cf3-9acc340dfb7f,NHS,2018-04-01,2024-03-31,0.03513982238252737225
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-f6abcfdc-1c18-4dc0-9930-91c264064d45,Central Government,2018-04-01,2028-03-31,2.5578719449455242
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-70cc8115-7b53-40a5-ac89-1fcb3c9a60c2,NHS,2018-04-01,2023-03-31,0.03712636416210295726
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-8e657f22-0126-4674-b052-d7bce75e0c85,NHS,2018-04-01,2023-03-31,4.872335569550931
ST HELENS AND KNOWSLEY HOSPITALS NFT,ocds-0c46vo-0001-f6eb20e4-e81f-43ab-8feb-6a56c5c0bca3,NHS,2018-04-01,2027-03-31,0.99422670309035594792
MINISTRY OF DEFENCE,ocds-0c46vo-0001-0a99592c-532d-44c6-980a-840e7a1bad4c,Central Government,2018-04-01,2023-03-31,43.1215765212568455
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-586854f7-b1fb-466b-a9c2-ae6b370fcab6,Central Government,2018-04-01,2022-03-31,0.01026381457905544147
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-d2bffb57-d9b6-49b4-8b4d-9be412121de8,Central Government,2018-04-01,2022-03-31,1.2491457905544148
THE HISTORIC BUILDINGS AND MONUMENTS COMMISSION FOR ENGLAND,ocds-0c46vo-0001-c81de3af-b3c3-4f81-aeca-d322c0a089c9,Central Government,2018-04-01,2022-03-31,0.000000416381930184804928
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-b6fcbf03-6eeb-49be-a299-202be68f45d3,NHS,2018-04-01,2028-03-31,14.208337497946893
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-9a16cc67-eb33-434d-b360-73f14d871dda,Central Government,2018-04-01,2023-03-31,0.53498744280394304452
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-fb0bcd89-3a9a-459a-a119-42b66c00de2f,Central Government,2018-04-01,2022-03-31,0.9576784394250513341
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-d277affc-6d5c-4aaf-bf67-8aed10c52fb9,Central Government,2018-04-01,2023-03-31,1.9487988018778751
MINISTRY OF DEFENCE,ocds-0c46vo-0001-ba6b77de-c981-4fc1-8771-f8e87d3d3252,Central Government,2018-04-01,2022-06-30,7.0554201030927835
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-6b6e1757-81c9-4205-b7b6-33d9b2806f01,Central Government,2018-04-01,2023-03-31,0.58999236343373493933
DEPARTMENT FOR TRANSPORT,ocds-0c46vo-0001-2cefa845-888a-40c9-b334-ccd3bbbd5715,Central Government,2018-04-01,2023-03-31,0.2831784775465498355
NHS ARDEN AND GREATER EAST MIDLANDS COMMISSIONING SUPPORT UNIT,ocds-0c46vo-0001-0749ae83-e198-4550-8cbe-904facb57ddb,NHS,2018-04-01,2023-03-31,0.0650228073612979189
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-7049f5d3-d89a-4674-afcb-c157ddccf92e,Central Government,2018-04-01,2022-03-31,0.9576784394250513341
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-77d94cf2-02a0-4821-af7e-54086ceaa648,Central Government,2018-04-01,2022-03-31,16.2388952772073922
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-3faf0a6c-1b04-45d6-93e9-bc9eba0bad6a,NHS,2018-04-01,2022-03-31,3.7474373716632444
DEFENCE EQUIPMENT AND SUPPORT,ocds-0c46vo-0001-09e05d42-e310-4999-ace5-da66994c4b83,Central Government,2018-04-01,2024-03-31,3.5728077475182482
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-667e5b37-341c-4feb-be49-5bf1f5cfd532,NHS,2018-04-01,2023-03-31,12.7870074414019715
MINISTRY OF JUSTICE,ocds-0c46vo-0001-7963fb67-eb1a-4468-9c10-93c34dfd60df,Central Government,2018-04-01,2022-03-31,1.68634681724846
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-b202dc53-09b2-48da-9e13-977790133d56,Central Government,2018-04-01,2022-03-31,0.74948747433264887017
FORESTRY COMMISSION,ocds-0c46vo-0001-f7f58d47-c7e2-452f-83f5-7244f24e4a6d,Central Government,2018-04-01,2022-03-31,0.14156569244353182743
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-96d1b7a8-c061-4ab3-8459-207e8d8b701f,Central Government,2018-04-01,2022-03-31,0.74948747433264887017
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-7e461f81-d168-4cc3-bc09-57abf320e93d,Central Government,2018-04-01,2022-03-31,1.2491457905544148
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-6b3574c0-13ca-4b2b-b842-c07b5586bf9e,NHS,2018-04-01,2023-03-31,19.0349632547891566
"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",ocds-0c46vo-0001-d3964f65-7c61-4270-a7b0-57699616af53,NHS,2018-04-01,2026-03-31,3.8098946611909651
OFFICE OF GAS AND ELECTRICITY MARKETS (OFGEM),ocds-0c46vo-0001-f040bd90-76dc-414d-b78c-2cd387948d34,Central Government,2018-04-01,2023-03-31,0.22487702628696604584
DEPARTMENT FOR WORK AND PENSIONS,ocds-0c46vo-0001-58fb24de-9328-4532-a63f-e251e52165b1,Central Government,2018-04-01,2023-03-31,150.5843198247535596
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-aeebd9c6-fb13-432c-ae72-9ceace3b2ca9,Central Government,2018-04-01,2022-03-31,0.74948747433264887017
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-1a9a0a2b-bdf7-4c32-bbd3-5af4f136f203,Central Government,2018-04-01,2022-03-31,0.74948747433264887017
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-603b66c9-de55-43b7-adcc-cb6ec46893ce,Central Government,2018-04-01,2023-03-31,0.39668307437020810486
MINISTRY OF DEFENCE,ocds-0c46vo-0001-0598d365-8c11-4b09-bfcd-44cb986b51bf,Central Government,2018-04-01,2022-03-31,0.82651813141683778182
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-fdc6eff1-4ca4-4c12-bf2f-59e13094561e,Central Government,2018-04-01,2022-03-31,0.06245728952772073918
NATIONAL HERITAGE MEMORIAL FUND,ocds-0c46vo-0001-4a911ffd-015e-4621-b1f4-83bd45b83fc0,Central Government,2018-04-01,2022-03-31,1.2491457905544148
NHS GREATER HUDDERSFIELD CCG,ocds-0c46vo-0001-f011981e-8398-4b23-9c52-a5990e99bf2d,NHS,2018-04-01,2023-03-31,1.217861708888494
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-f46f4167-907e-4f5f-87f2-2292033b7abb,Central Government,2018-04-02,2023-03-31,0.08333342465753424662
TRINITY HOUSE,ocds-0c46vo-0001-02e66b81-8d64-4406-a40b-8e222727ad1f,Central Government,2018-04-02,2025-03-31,0.03362625090580985917
MINISTRY OF DEFENCE,ocds-0c46vo-0001-a26bbc3c-8a13-422f-81a4-ec10f83aee44,Central Government,2018-04-02,2023-03-31,0.95596098096065753479
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-725cbf4d-03c6-42bd-847f-cd2f2a3df5fa,Central Government,2018-04-02,2023-03-31,1.9166687671232877
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-87024a87-b73b-4cc6-92a8-5fba6d236037,Central Government,2018-04-03,2022-03-31,0.01667644048252227554
MET OFFICE,ocds-0c46vo-0001-19851521-6401-46f2-b4fd-b5756cfdce9e,Central Government,2018-04-03,2023-04-01,0.019527853067030137
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-5e791e03-3879-41d4-8993-6919f2a9289e,Central Government,2018-04-03,2022-12-05,0.7123348946135831383
MINISTRY OF JUSTICE,ocds-0c46vo-0001-7054bc32-7aa4-4fd0-8468-643c58f6b5c9,Central Government,2018-04-06,2022-01-25,0.81125777857656362329
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-c935e31f-9a6c-4361-9af6-18ff98f0c62d,Central Government,2018-04-09,2022-04-08,0.02810139578574948664
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-3ddb2bdb-cd3c-405a-ab05-4a7f9753be9d,Central Government,2018-04-09,2022-08-31,5.4112854756239103
NHS DIGITAL,ocds-0c46vo-0001-71cce6f5-3692-49b9-84e1-f7af85bccc0c,Central Government,2018-04-11,2022-04-11,0.72816997264021887813
GOVERNMENT DIGITAL SERVICE,ocds-0c46vo-0001-b1f090d1-f14c-45b4-987d-ae97f8362c44,Central Government,2018-04-11,2021-10-08,0.08461892593578700087
DEFENCE SUPPORT GROUP,ocds-0c46vo-0001-c0b6d927-d218-4e58-b412-50f1b3b97fd6,Central Government,2018-04-12,2025-04-11,0.51721324532164646041
NHS DIGITAL,ocds-0c46vo-0001-28df96e1-8498-40bc-b1f8-4c277cde45ed,Central Government,2018-04-13,2023-04-12,0.13948505610952902509
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-58ff739b-304a-4e9e-8413-5a005f7e21c1,NHS,2018-04-16,2023-04-15,0.02684731857831325299
DEFENCE SUPPORT GROUP,ocds-0c46vo-0001-60ca8156-a331-4cdb-aca2-50ba47c9f882,Central Government,2018-04-16,2025-04-15,3.3265663492373876
HOME OFFICE,ocds-0c46vo-0001-03579f07-3b3b-45a6-988e-53149cda8a77,Central Government,2018-04-16,2021-09-20,0.41234760765550239261
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-e137c7ce-8516-4ff3-a1c4-8553703a7298,Central Government,2018-04-19,2023-08-31,5.6185227240810811
SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ocds-0c46vo-0001-3ddd4acd-1606-4219-b477-c82062409c45,NHS,2018-04-19,2023-04-18,0.03119710656900328585
NHS BUSINESS SERVICES AUTHORITY,ocds-0c46vo-0001-d2553065-01aa-4c3b-8a6e-e3a23af9503d,Central Government,2018-04-20,2022-04-19,8.3276386036960986
HM LAND REGISTRY,ocds-0c46vo-0001-b50ed9cd-1d52-48a9-b44c-dea7b561099c,Central Government,2018-04-23,2023-04-22,0.72500473209331872894
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-453bc49c-bb23-4895-a5dc-829aa1bb2aeb,Central Government,2018-04-30,2023-04-29,27.1706255583064403
HOMES AND COMMUNITIES AGENCY,ocds-0c46vo-0001-683cafb9-bce7-43ca-a594-ac7b0123822c,Central Government,2018-05-01,2022-04-30,6.2457289527720739
HOME OFFICE,ocds-0c46vo-0001-8e94f338-6049-48f7-8b82-9dea24af8857,Central Government,2018-05-01,2028-04-30,3596.4945207052822349
UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ocds-0c46vo-0001-51e160e9-ac22-4bda-af7b-f3049e575dcd,NHS,2018-05-01,2023-04-30,0.01774029874041621028
DEFENCE SUPPORT GROUP,ocds-0c46vo-0001-c53e68d8-9895-430d-8193-6a8c602057e9,Central Government,2018-05-01,2023-04-30,0.83287787513691128089
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-6197fb0f-1db5-4322-8adb-b8935e6969ad,Central Government,2018-05-01,2023-03-31,0.00169358017817371938
SALFORD ROYAL NHS FOUNDATION TRUST,ocds-0c46vo-0001-c2c4290b-edfc-404b-9b63-33b7d9b07d5f,NHS,2018-05-01,2022-04-30,0.20944011088295687872
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-143f3b5c-95c6-4ebc-89d7-b2b1e3f6aeed,Central Government,2018-05-01,2023-03-31,0.18268513895545657011
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-1d704d1d-5544-4766-8900-6e3dfdf9d873,Central Government,2018-05-02,2023-03-31,0.18278691340612813359
THE HEALTH AND SOCIAL CARE INFORMATION CENTRE,ocds-0c46vo-0001-d32b4d3a-0a4f-4bcd-b21a-bcd5364cf9b3,Central Government,2018-05-09,2022-05-08,24.9829158110882957
PUBLIC HEALTH ENGLAND,ocds-0c46vo-0001-b83c44d9-9656-40f3-b400-f74c3d93a068,Central Government,2018-05-09,2023-05-31,0.08488381395348837205
MET OFFICE,ocds-0c46vo-0001-07d55cae-2cd5-440e-a77f-f1164697bd0c,Central Government,2018-05-10,2023-05-10,0.80429858428201970416
DEFENCE EQUIPMENT AND SUPPORT,ocds-0c46vo-0001-8141f535-fba7-42ed-b40d-e2e4761efd0e,Central Government,2018-05-11,2023-03-31,5.4070793438129899
OFFICE FOR NATIONAL STATISTICS,ocds-0c46vo-0001-b685bf5b-2a3d-49ef-bda9-23705eb90512,Central Government,2018-05-11,2021-12-30,0.0289873781015413534
HOME OFFICE,ocds-0c46vo-0001-87f8f797-acb9-43d1-8600-f7f8fa04cc9f,Central Government,2018-05-17,2023-05-16,2.3453840963855422
NHS DIGITAL,ocds-0c46vo-0001-88996be1-3b74-46cf-be00-be1918ed0f03,Central Government,2018-05-19,2022-05-18,0.18737186858316221754
HOME OFFICE,ocds-0c46vo-0001-e31ce5ff-ae53-46d0-8ff9-f894410c763f,Central Government,2018-05-22,2023-05-21,4.6641161007667032
FORESTRY COMMISSION,ocds-0c46vo-0001-9a1b74ab-23eb-4741-813b-fe6d32a39db2,Central Government,2018-05-23,2022-03-31,107.9371894960965224
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-1cd52a09-9d15-4a59-a9f7-a4960bae216a,Central Government,2018-05-23,2023-08-25,0.06333513794898490368
MINISTRY OF JUSTICE,ocds-0c46vo-0001-fb744a0f-19b5-4b2d-8735-b8e954827031,Central Government,2018-05-23,2021-12-22,2.616417762660229
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-c9e32fc0-9dfc-4234-a3b3-23863e967a48,Central Government,2018-05-23,2023-08-25,0.06333513794898490368
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-c5d6028f-9fd3-4603-8936-036cac8092cc,Central Government,2018-05-24,2023-05-24,26.3871653409638752
DEPARTMENT OF HEALTH,ocds-0c46vo-0001-cf7c01bd-c5d3-43ee-95ff-6922de61f000,Central Government,2018-05-25,2023-05-24,26.4016162084151862
HM LAND REGISTRY,ocds-0c46vo-0001-35f3864e-f612-4a21-affd-27d332db0179,Central Government,2018-05-30,2023-05-29,0.05481752310788608977
UNIVERSITY HOSPITALS OF LEICESTER NFT,ocds-0c46vo-0001-77f45b2b-3b83-42e8-a4c1-664b68b09f8b,NHS,2018-05-31,2023-05-31,0.25578131565737274211
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-ebe7d126-2a70-412c-a680-f157d43981ef,Central Government,2018-06-01,2023-05-31,0.78956822562979189428
MINISTRY OF DEFENCE,ocds-0c46vo-0001-28f2bae5-d0b1-4e85-9a5f-584c2ccd52a8,Central Government,2018-06-01,2023-05-31,0.338222043709748083
FOREIGN AND COMMONWEALTH OFFICE,ocds-0c46vo-0001-e9ab16a7-ebb5-47d9-8084-7928ccd95847,Central Government,2018-06-01,2023-05-31,2.059502477048609
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-8ed4c5ac-9351-4a8c-9584-80453e58eb15,NHS,2018-06-01,2023-05-31,0.01243903106516976998
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-b4f033ab-65bd-4ef0-a320-690a8bbf983a,Central Government,2018-06-01,2023-03-31,3.101986402266289
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-6b6171bf-311a-45a3-8436-3b1d8e00eeb0,Central Government,2018-06-01,2022-03-31,11.2951576818128571
THE NATIONAL ARCHIVES,ocds-0c46vo-0001-eaef1c67-2ca8-42af-88e0-74895b3a4513,Central Government,2018-06-04,2022-02-01,0.00567899551904406274
HIGHWAYS ENGLAND,ocds-0c46vo-0001-31d2e14b-74ef-4ac9-bfe9-c4778d02204d,Central Government,2018-06-04,2021-09-30,0.12065582399496296282
MINISTRY OF JUSTICE,ocds-0c46vo-0001-baa7c7ec-cfd6-4655-9205-a26a899c927a,Central Government,2018-06-05,2023-06-05,10.3331240314942529
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-dcbe1a21-09ec-482e-9eb3-fa1c8ab177c8,Central Government,2018-06-06,2022-03-31,0.08721634408602150536
MINISTRY OF JUSTICE,ocds-0c46vo-0001-4cebebdc-182f-46d7-be2b-f8d58baeef0f,Central Government,2018-06-08,2022-06-10,1.9058649216086066
NHS BUSINESS SERVICES AUTHORITY,ocds-0c46vo-0001-a844f463-a045-42a9-84fe-73111d599ec1,Central Government,2018-06-11,2023-09-30,43.3431477314860681
MINISTRY OF DEFENCE,ocds-0c46vo-0001-b9291457-3e03-4c40-8812-d262f7f02a8e,Central Government,2018-06-11,2022-06-10,14.9897494866529774
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-18dfc49f-e349-4f81-9a0b-452ce2063b2d,Central Government,2018-06-14,2022-06-14,25.0282422024623803
SERIOUS FRAUD OFFICE,ocds-0c46vo-0001-97342e48-7b02-4d58-b538-afd504a7a2d2,Central Government,2018-06-18,2024-01-17,0.05880979484117647055
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-b94bd0e7-917d-45ac-95f5-3aeed037709d,Central Government,2018-06-18,2024-01-17,10.7353058823529412
HOMES AND COMMUNITIES AGENCY,ocds-0c46vo-0001-64af8c56-8a3c-45c0-b309-40a370cb00cb,Central Government,2018-06-18,2022-06-17,124.9145790554414784
MINISTRY OF JUSTICE,ocds-0c46vo-0001-6b2a4043-114b-4a28-bc1d-60a06ada3275,Central Government,2018-06-18,2022-06-17,15.7869287226960986
DEPARTMENT OF HEALTH AND SOCIAL CARE,ocds-0c46vo-0001-81b21a2f-42cd-4012-bd8e-11e54d90f5aa,Central Government,2018-06-18,2024-01-17,16.4011617647058823
STUDENT LOANS COMPANY LIMITED,ocds-0c46vo-0001-27bc1e10-3e97-49d0-ab87-babb193b9460,Central Government,2018-06-18,2024-01-17,2.3856235294117647
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-93ac7c43-7427-4381-893b-58b3d5c14fec,Central Government,2018-06-18,2022-08-31,5.821946484375
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-d275bc30-d598-4ad1-b35c-be5cfb67c9b5,Central Government,2018-06-21,2022-06-21,0.01176972334062927496
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-a274a536-3946-4d8b-9cff-05575b016286,NHS,2018-06-21,2023-06-20,0.00762083255750273822
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-d554c3db-ccef-45ba-b297-b673b22fab34,NHS,2018-06-22,2023-06-21,0.02270758238773274916
THE NATIONAL ARCHIVES,ocds-0c46vo-0001-090fc78c-c7e1-4683-a379-1248e9179300,Central Government,2018-06-25,2021-12-31,0.01490087169517884916
MUSEUM OF LONDON,ocds-0c46vo-0001-c8615554-b918-4d58-83a0-77187f7f6c5a,Central Government,2018-06-27,2023-05-09,0.06842902137232845892
NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-e4e4d36d-13ab-4a69-a36b-07d61e4215e5,NHS,2018-06-30,2023-06-29,0.10119466182913472063
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-01f70cb6-960f-4d1c-967f-ff8d00818b38,Central Government,2018-07-01,2023-06-30,0.96197394578313252943
CROWN COMMERCIAL SERVICE,ocds-0c46vo-0001-a8e44e65-98fa-45a6-ad27-6e6157f4b1e4,Central Government,2018-07-01,2023-06-30,56.3454131831605695
TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ocds-0c46vo-0001-ced3dba0-8f33-43f2-946f-98e0475a426b,NHS,2018-07-01,2023-03-31,0.28212216796426512976
DEPARTMENT FOR EDUCATION,ocds-0c46vo-0001-ed8e412d-263c-4b9f-b7ec-dff321afc3d3,Central Government,2018-07-01,2022-09-30,4.7005846748229234
KINGSTON HOSPITAL NHSFT,ocds-0c46vo-0001-45693110-ff38-4c65-bdbb-27d827f571ea,NHS,2018-07-01,2022-06-30,0.16655277207392197115
NHS ENGLAND (DESIGNATED AS NHS COMMISSIONING BOARD),ocds-0c46vo-0001-9bcbccb4-8128-4071-89c5-f4ce43120d8a,Central Government,2018-07-01,2023-06-30,0.04497540525739320917
MINISTRY OF DEFENCE,ocds-0c46vo-0001-de422e8d-7cb3-4eb5-8d60-f67ffcf653cd,Central Government,2018-07-01,2023-03-31,0.39319326230835734881
DEPARTMENT FOR BUSINESS ENERGY AND INDUSTRIAL STRATEGY,ocds-0c46vo-0001-9a541ae0-d11f-408f-a6da-1a150cd6d348,Central Government,2018-07-01,2021-09-30,0.01071651006060606062
HULL AND EAST YORKSHIRE HOSPITALS NFT,ocds-0c46vo-0001-5a6c0853-6856-4113-9d51-1ad94109c700,NHS,2018-07-02,2023-06-30,0.0412367118575342466
UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ocds-0c46vo-0001-35c5c807-c116-45f6-95b1-b552f6899b6e,NHS,2018-07-02,2023-07-01,0.7495900876232201528
MINISTRY OF DEFENCE,ocds-0c46vo-0001-330bcbeb-496d-4733-8143-e3ecbbba73c2,Central Government,2018-07-02,2022-03-31,0.06364622265887509132
MINISTRY OF DEFENCE,ocds-0c46vo-0001-b02a8485-1903-4817-8b69-c01d72f6179e,Central Government,2018-07-02,2022-03-31,0.06364622265887509132
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS",ocds-0c46vo-0001-907a5665-de1b-480d-abf5-5180f6ed3671,Central Government,2018-07-02,2025-07-01,14.9763884630426281
