buyer_name_clean,ocid,start_date,end_date,co2_pm
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-60f4813b-6ad7-4e9d-bca0-3403a0a25fab,2018-09-01,2021-08-31,2.3940026235616436
SUFFOLK SOURCING,ocds-0c46vo-0001-fa8f9727-b1da-4752-9d47-e759e04d740c,2018-09-01,2022-07-31,2.701401420898531
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-7ccd0433-780a-4b1a-a0e4-bdfd87464a28,2018-09-01,2021-08-31,3.1920034980821916
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-270f3d79-048a-40fa-b769-bcf64ffdef16,2018-09-01,2021-08-31,6.735827381720547
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-f67dd2c4-84f0-4121-9e7c-b0e510423219,2018-09-01,2021-08-31,2.6245362095342464
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-e5dec8bb-ac58-435f-97b9-cc7eb6b75ee2,2018-09-01,2021-08-31,107.3334509589041
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-02e557d5-0abf-41ea-8ffc-a91853769f60,2018-09-01,2021-08-31,2.7664030316712327
SUFFOLK SOURCING,ocds-0c46vo-0001-9b37430d-dce4-4bc5-97c9-1a0c566fdcc8,2018-09-01,2021-07-31,2.1900024
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-89261c7c-4e37-48b3-ac16-b07de2b0b601,2018-09-01,2022-07-31,0.8153123000699791
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-dcff1674-c93f-47d1-b363-d5306e68b15d,2018-09-01,2021-08-31,2.784136384438356
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-1391273e-91f8-4219-a728-721ea8dd50ed,2018-09-01,2021-08-31,2.609817526737534
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-9cbb77d9-a545-4545-912e-9ac490e5c9dd,2018-09-01,2021-08-31,10.282311268273972
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-d63115f9-b087-4786-9869-c458ba50701a,2018-09-01,2021-08-31,116.66679452054794
CUMBRIA COUNTY COUNCIL,ocds-0c46vo-0001-def0a4e2-a616-479a-bc06-a0e9df00c5a9,2018-09-01,2021-08-31,2.234402448657534
SUFFOLK SOURCING,ocds-0c46vo-0001-3d5fd0f2-3074-468c-b3f5-93a4c4161746,2018-09-01,2022-07-31,1.4941956752615817
DERBY CITY COUNCIL,ocds-0c46vo-0001-cb5ccc5a-22c9-452d-93a2-bf8f67f13bb4,2018-09-01,2023-07-31,2.626356024237592
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-07c15ebd-14d8-4ad2-9294-d08c68e7141e,2018-09-02,2023-09-04,29.069626681761992
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-85fb1e01-e81c-4b8a-9c4b-d1c704c603ad,2018-09-03,2022-07-31,1.0921876019621584
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-1a850c37-de25-4797-93a2-de67d6e3d4d9,2018-09-03,2025-07-31,1.3367434387633768
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-4e226523-a96e-4365-a68f-4840465b9163,2018-09-03,2022-07-31,1.3097298866152767
NORTH SOMERSET COUNCIL,ocds-0c46vo-0001-56dcdd7b-72a8-4446-bbd7-5292642a640b,2018-09-03,2023-07-31,9.481455703125
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-dbeb627f-a7fb-4c78-bb02-2704496f10c3,2018-09-03,2023-07-31,1.479486347915625
DERBY CITY COUNCIL,ocds-0c46vo-0001-831d81ca-9f98-4531-a00d-56d7214f93be,2018-09-03,2022-07-31,1.7277326418268255
BUCKINGHAMSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b03d7d94-3110-457e-bd02-d0230b3a10eb,2018-09-03,2021-08-03,0.2399063661971831
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-494780a9-a6cf-44ee-8e5e-182e1a319733,2018-09-03,2022-07-31,2.449364982761037
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-8296ee36-14b5-42c7-a4af-ed698ae0c256,2018-09-03,2023-09-02,3.597105982029633
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-09b2f809-1520-4a29-b7d5-aa1df5f4601a,2018-09-03,2021-07-31,1.6446808042711862
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c043eafe-edef-4efb-a39e-d93a32c9d96f,2018-09-03,2022-07-29,0.8516676
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-66c1fab4-418a-4cdf-9225-cae75133149f,2018-09-03,2025-07-31,1.6162443395957193
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-0a5faadb-8bcc-4bfa-9757-e294d736be74,2018-09-03,2024-07-31,0.6748617219647823
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-7fd4f27d-33af-4004-9927-c93c96dab59e,2018-09-03,2023-07-31,2.37036392578125
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-dcabf5ba-8c7f-4c7c-a1ac-4120bf472502,2018-09-03,2022-07-22,7.904184049980254
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-0fb0ca71-d14e-46e3-b0ed-4a6c9472f6b4,2018-09-03,2023-07-31,1.3003139250000002
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b03e6ba4-89f4-46ce-8880-efec43782aad,2018-09-03,2023-09-01,2.7681774415105265
NORTH LINCOLNSHIRE COUNCIL,ocds-0c46vo-0001-3aa7e8b5-a9f8-4a79-b14a-6b2d732c6d8b,2018-09-03,2023-03-31,1.676525519920958
NORTH SOMERSET COUNCIL,ocds-0c46vo-0001-dd0bb553-06b4-44d7-b85e-621578159943,2018-09-03,2023-12-31,14.390616490315681
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-1b11af82-3abf-441c-bd53-eecf567ee9b5,2018-09-03,2022-07-31,1.7009479046951645
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-7b7a8bb2-4596-4603-ab99-abb462496c93,2018-09-03,2021-07-31,1.0970633491525423
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-5e0fb8e2-993e-4b2f-b420-1d00e297f4c6,2018-09-03,2021-07-31,1.23419626779661
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-3993fe60-1ca1-4dec-b52a-da9faa40d854,2018-09-03,2021-07-31,1.0970633491525423
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-124244a0-f843-4af6-bda8-71469ee4cb9f,2018-09-03,2023-07-31,0.704336709375
SUFFOLK SOURCING,ocds-0c46vo-0001-e312b691-6aea-4d53-ad0b-66ead5511a86,2018-09-03,2022-07-31,0.6664994269757533
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-71e00f5a-fd75-4f72-97f5-930769ac6574,2018-09-03,2023-07-31,1.875431938078125
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-287c99e2-1ad5-4e5a-9966-c22ac48d4442,2018-09-03,2023-09-02,20.026811947167126
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b952c9e8-6e35-46df-b516-acf728495b0e,2018-09-03,2022-07-31,1.3590573758514364
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-49bc0dcd-4f89-41a5-aaf8-a043a427d443,2018-09-03,2022-07-31,2.2162670819016115
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2ad2fd5f-4748-4a78-8452-8fa4847dbfa1,2018-09-03,2021-07-31,1.0604945708474576
WARWICKSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-367a24d9-d1c5-4eae-986b-e7715bcc338e,2018-09-03,2022-05-27,48.46599312180238
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-9f4f503e-e155-4a75-868c-aa95e20e210e,2018-09-03,2023-07-31,26.30155812046875
LIVERPOOL CITY COUNCIL,ocds-0c46vo-0001-0b99c483-a09c-4010-b983-06bd202cb4ab,2018-09-03,2021-07-29,1.9816939169999999
NORTH SOMERSET COUNCIL,ocds-0c46vo-0001-7af6b7c7-3a4a-4800-bef0-765933259ceb,2018-09-03,2025-12-31,3.9235046921031387
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-ff0e64a2-959d-44e0-a8e7-cd925e8a7a9d,2018-09-03,2022-07-22,32.415670079695346
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c5184c46-376e-4e31-8e44-96e4aece002a,2018-09-03,2024-07-31,0.989797192215014
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-10bba80d-6ea8-49d7-b73a-7e38944dff56,2018-09-03,2022-07-31,2.0411374856341977
DARLINGTON BOROUGH COUNCIL,ocds-0c46vo-0001-aa291fc4-f7f4-4679-b7b2-78fee998d2be,2018-09-03,2022-09-05,1.1414557963636363
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-1c0ea906-d5ec-4852-bd39-f29a0bfaa459,2018-09-03,2023-07-31,0.9481455703125
SUFFOLK SOURCING,ocds-0c46vo-0001-8d16b344-a44b-49cb-bb61-16e9c1ed535f,2018-09-03,2023-09-02,0.644280706060274
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-7e041895-fffb-4001-845c-e75869c7c9e8,2018-09-03,2023-07-31,1.6253924062500003
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-603edf35-d375-44de-b5be-b95cdcdaaf20,2018-09-04,2023-07-31,6.4738392749567835
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c783ebf0-7767-417e-97fd-5234dae6132f,2018-09-04,2022-07-29,28.16989270394663
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c1ace7b0-440c-4c0a-8250-d4222cf5d23d,2018-09-04,2022-12-23,3.069906610617441
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-06f6ba11-d56e-4736-94a0-407b95be5592,2018-09-04,2022-07-22,15.223940007675369
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-395e42f5-3aa9-43d7-8922-0ac6ae6bc52f,2018-09-04,2023-07-31,14.030360629768843
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-aa6177de-8e87-4e58-8f4e-97c7e6d74c74,2018-09-04,2023-07-31,4.884320818894472
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-10f2a72a-a475-4115-8b56-0c7561aa14b7,2018-09-04,2021-07-31,0.8296320453770784
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-8c784ca0-93bf-4a5c-8670-823b39c4e7fa,2018-09-04,2023-07-31,11.47880444437789
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-cfb00e71-eec1-4173-a50a-90b8e2f4a3a1,2018-09-04,2023-07-31,12.187491748100504
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d176b265-8e43-4be7-84ad-47b8919f58ad,2018-09-04,2023-07-31,4.581503770122613
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2d608b72-d1f6-466e-8e83-a0c9c2d86e16,2018-09-04,2023-07-31,1.490774944723618
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-be9c2983-33eb-4379-8fcb-9dc5d35bde5c,2018-09-04,2021-07-31,1.0643838243166825
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-887ab3fc-360b-4eef-b4ce-8a6908afd863,2018-09-04,2022-07-31,1.2255413150070127
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2f0a65cb-e056-4609-84d9-6d41d5047bc6,2018-09-04,2022-07-22,21.73313870772618
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-605b6f75-17e0-41bf-b879-a944b344453f,2018-09-04,2021-07-31,0.8922040880301603
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-29034585-1302-4370-b037-f9dabc64e8b2,2018-09-04,2024-07-31,1.0690714497479832
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c5f002c1-ae8d-4e4b-81f2-5b2ee73b585e,2018-09-04,2022-07-31,0.9531988005610099
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-84b654f6-5ef0-4a2b-842c-704b1b6e3481,2018-09-04,2022-07-31,1.1288597223786818
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-0153e292-7ac5-402d-ae56-b5c1aaebf162,2018-09-04,2023-07-31,5.767618526142713
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-b7536086-88c5-4983-b12b-c0af238be272,2018-09-04,2023-07-31,8.025790202412061
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-73ec2944-bcf7-4057-8904-e2738386b04d,2018-09-04,2021-07-31,1.2811135622997174
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c752e40a-9229-4602-9521-61c604cc724c,2018-09-04,2022-12-23,3.5028421582686184
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-3df19388-6b50-458b-ab59-d017380365e5,2018-09-04,2025-07-31,1.0490890124926249
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-1e1643c3-f17a-4d7f-b195-5b74461de219,2018-09-04,2022-12-30,5.707468231939164
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-13fd491a-05fe-44b5-8d74-8be96535c007,2018-09-04,2021-07-31,1.0294662554194156
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d94f74a7-be81-4f1a-b8b6-6764e0ac7062,2018-09-04,2023-07-31,2.202823268321608
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-23335540-7bb3-45e9-a246-6d102253f902,2018-09-04,2022-07-22,41.31639672491178
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-78a3c1ef-8f1f-487f-894f-b40ee7b892fe,2018-09-04,2021-07-31,0.797264422252592
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-ed7fae26-26f9-44e1-879f-21f0cb1108a3,2018-09-04,2021-07-31,2.5256238799623
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-290fda8b-4502-4859-8928-692833181405,2018-09-04,2024-07-31,1.6204190219749652
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2a7d623a-676c-42b4-a719-79d40ce014bf,2018-09-04,2022-07-19,3.814109625386138
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-996e5344-f39d-4985-a489-225e92c7f70c,2018-09-04,2023-07-31,4.986506665105528
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-657fa877-faf7-48a7-87cc-d45b6113fc59,2018-09-04,2023-12-31,4.360853544444444
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-285f2763-4e88-49ff-ba96-4aa2cc530273,2018-09-04,2023-07-31,11.748580499374874
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-ff571e6f-9890-4220-81c5-c8b59613a9d5,2018-09-04,2022-07-30,29.9378194752
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-604abbdd-a784-46df-b658-aa2c3e229509,2018-09-04,2022-07-31,1.94044041542777
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-55266072-5db6-445c-8aed-343fb3d2a719,2018-09-04,2022-07-31,0.680856286115007
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-655cde71-0884-4783-951d-4f16f1305816,2018-09-04,2025-07-31,1.5495149812053928
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-fb7873c5-ab19-4b7d-9c56-ce1fed09784f,2018-09-04,2023-07-31,9.819815875891457
STAFFORDSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-8aaf4c39-ab00-4d42-9227-4e4f1e90eb6c,2018-09-04,2022-07-30,12.75218930832
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-426ed302-e700-477b-8caa-af7145c07462,2018-09-04,2022-12-23,3.069906610617441
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-665f6eb1-c03f-4ad4-a668-3818b213b3d5,2018-09-04,2023-07-31,4.07805551878995
LINCOLNSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f2ea2c72-f1ad-4afe-bfd2-e9c8af1bc21f,2018-09-04,2023-07-31,6.439334611236181
SUFFOLK SOURCING,ocds-0c46vo-0001-758696d4-2d1b-461c-9ad3-920958f230be,2018-09-05,2021-07-31,1.64869992
SUFFOLK SOURCING,ocds-0c46vo-0001-817c4621-b320-40c5-86ba-8b0230a68e8e,2018-09-05,2023-07-31,0.9342888730391061
SUFFOLK SOURCING,ocds-0c46vo-0001-355bf024-0042-45b4-8168-8e92b2c639ae,2018-09-05,2023-07-31,0.002169611316201117
SUFFOLK SOURCING,ocds-0c46vo-0001-3ee3b412-9085-4175-97fe-5186db41e6e0,2018-09-05,2023-07-31,0.6780035363128492
SUFFOLK SOURCING,ocds-0c46vo-0001-5776b147-accb-4eb2-aa6f-c23816e7fd12,2018-09-05,2022-07-29,0.3356875077217147
BUCKINGHAMSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-899078a3-5711-473a-a2b9-f90a1ff6886a,2018-09-05,2021-09-05,0.18649655474452553
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-037de831-514d-4a32-90af-2f6f17cc85f9,2018-09-05,2025-07-31,0.0005574183022610075
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-fad30eb0-5502-472a-a9c4-4fcfdaa08243,2018-09-05,2021-07-31,1.4944355999999999
SUFFOLK SOURCING,ocds-0c46vo-0001-6790d404-fdd8-4e4e-a641-56252579633e,2018-09-05,2023-07-31,1.122773856134078
SUFFOLK SOURCING,ocds-0c46vo-0001-5a9a38c7-39fe-4fe2-9851-8c571a5e6c6e,2018-09-05,2023-04-01,1.3731800548831634
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-73329d31-f40e-471e-a57f-9c24557bf4f4,2018-09-05,2026-07-31,1.544554967089397
SUFFOLK SOURCING,ocds-0c46vo-0001-a503cbad-6be5-451d-a805-3ee94645e778,2018-09-05,2023-07-31,1.4644876384357541
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-1c26be43-d318-4e52-8139-0b60ca6a45ae,2018-09-05,2022-07-31,0.8584809408
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a6d707c0-8963-45a3-96e1-c81e1e6cf869,2018-09-05,2023-07-31,2.2798004509226812
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d4ed3b34-6ef6-44a5-a51a-91c1a2d0e10b,2018-09-05,2025-07-31,1.48273268401428
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-d480a9e5-f1fa-45da-82a0-0735fb91df40,2018-09-05,2021-07-31,1.5908508
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-5c231c9c-0356-4a04-a92a-3e1dd9229935,2018-09-05,2025-07-31,1.3175341689805633
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-f0494175-bcaf-4349-b316-7ccc900e2ae3,2018-09-05,2022-07-31,0.9598770785856
SUFFOLK SOURCING,ocds-0c46vo-0001-ce228e8f-e80d-4100-aa1d-5771da836c9d,2018-09-05,2023-07-31,0.6508833948603352
SUFFOLK SOURCING,ocds-0c46vo-0001-d8be4481-2ad6-4130-a689-6f8d11bed5d1,2018-09-05,2023-07-31,0.5532508856312849
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-68bdbc3a-b8cc-46e6-a705-d4725f929d88,2018-09-05,2021-07-31,3.0937853998800002
SUFFOLK SOURCING,ocds-0c46vo-0001-3a641c1b-0839-4aa7-82cf-30b00a24c495,2018-09-05,2023-07-31,25.978383497363126
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-15b70e99-2977-4827-a8df-3560e6d2c181,2018-09-05,2025-07-31,1.6215805156683858
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a8bfb215-51dc-4d84-80e1-fef60c8abd7b,2018-09-05,2023-07-31,2.4408127307262566
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c8adbbe4-5b0a-4038-8510-5ea577261123,2018-09-05,2025-07-31,1.1727067591749307
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c349c05b-ed94-40e3-8c2f-b8fa57951ab6,2018-09-05,2022-07-31,1.430801568
SUFFOLK SOURCING,ocds-0c46vo-0001-41b4532f-e859-4bc8-b9df-f63f9f7580a2,2018-09-05,2023-07-31,0.9966651983798882
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-96339a7f-2bc7-4303-bb11-c4cd74db50be,2018-09-05,2024-07-31,0.810585303896104
SUFFOLK SOURCING,ocds-0c46vo-0001-bb7386bf-cb36-416b-bff8-6e1335cfa2dc,2018-09-05,2023-07-31,0.9220848093854749
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-e16d48f6-eac4-4f21-9490-827de5b44fc9,2018-09-05,2022-07-31,1.0015610976
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-940ec455-1426-44bd-8363-72936c7f783a,2018-09-05,2023-07-31,1.8765781878067038
SUFFOLK SOURCING,ocds-0c46vo-0001-028627e3-8540-4948-854e-e568b7baae5d,2018-09-05,2023-07-31,1.3424470018994412
SUFFOLK SOURCING,ocds-0c46vo-0001-a23d78f1-c403-4bfa-bc09-7347a8a5e6cf,2018-09-05,2022-07-30,1.6636226096629214
SUFFOLK SOURCING,ocds-0c46vo-0001-3b4b1c51-441b-4724-a037-3a22e3a6dc66,2018-09-05,2021-07-31,0.577044972
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-80373fd4-a9b6-4f98-9008-ab4202ebc12e,2018-09-05,2023-07-31,1.1200618419888269
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-994fa5ba-c7df-4c5a-ba02-928e8c5f69c6,2018-09-05,2022-07-31,3.3385369919999994
SUFFOLK SOURCING,ocds-0c46vo-0001-38935301-93f1-4b3e-b7fe-3eb69ded91f6,2018-09-05,2023-07-31,23.76131193362011
SUFFOLK SOURCING,ocds-0c46vo-0001-3f0d0b82-ad90-456c-826c-49a5df30b3ae,2018-09-05,2022-07-31,2.180269056
SUFFOLK SOURCING,ocds-0c46vo-0001-dc8c77eb-4ed6-4590-9604-6a386c589c5e,2018-09-05,2023-07-31,0.41765017836871504
SUFFOLK SOURCING,ocds-0c46vo-0001-3484d40c-c8a3-4437-a1bc-0e3e012b32f9,2018-09-05,2023-07-31,0.4068021217877095
SUFFOLK SOURCING,ocds-0c46vo-0001-3156e928-3b06-49a4-b52a-1cefe4110e28,2018-09-05,2023-03-04,1.9431099904936013
SUFFOLK SOURCING,ocds-0c46vo-0001-f32217eb-3f64-448c-93a0-ddb3073adcdc,2018-09-05,2023-07-31,0.4068021217877095
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c4f243fc-dbcb-4902-9038-37bffce309d3,2018-09-05,2021-07-31,1.57615712352
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-40f23c75-5535-48c5-8ecc-4e156a954e1c,2018-09-05,2024-07-31,1.0807804051948053
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-e6912cda-a245-47e3-83cc-759d678d15e6,2018-09-05,2022-07-31,1.430801568
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-c850a192-444f-4e22-8f69-7d8170b5dec0,2018-09-05,2021-07-31,1.298351187
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-763f642d-d28d-4bd5-bdaf-772cbb10bd71,2018-09-05,2025-07-31,1.451875020288933
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-36bb099f-af92-47a2-b246-e84cb22efc3a,2018-09-05,2025-07-31,1.3176101805672353
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-2aa841e5-c92d-4054-a890-52e96ceda73f,2018-09-05,2021-07-31,1.8547874100000001
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-4d8380ea-7867-4d94-a278-602e679a6df3,2018-09-05,2021-07-31,1.3739166
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-a50bd3a4-9043-4683-ab32-853930b821aa,2018-09-05,2023-07-31,0.8922526537877095
SUFFOLK SOURCING,ocds-0c46vo-0001-c211de7c-f125-4091-a1ee-56cd7d4b8e23,2018-09-06,2022-07-31,0.8181750539325844
SUFFOLK SOURCING,ocds-0c46vo-0001-e426aea5-2087-4d4d-ae6e-49013f79fc0e,2018-09-06,2022-07-31,0.35454252337078657
GLOUCESTERSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-cb2dad5a-464a-4cee-bb34-8e90327cb459,2018-09-06,2023-07-31,0.9497355293460034
SUFFOLK SOURCING,ocds-0c46vo-0001-72b0ff77-b449-47dc-9486-9c68835a3a6e,2018-09-06,2022-07-31,0.906810684775281
SUFFOLK SOURCING,ocds-0c46vo-0001-b1ffed44-f526-4f51-b28b-6652275f2e55,2018-09-06,2023-07-31,1.3974679931805478
SUFFOLK SOURCING,ocds-0c46vo-0001-3abfcec7-d470-4246-bb62-711ece849c16,2018-09-06,2023-07-31,1.3160620906651763
SUFFOLK SOURCING,ocds-0c46vo-0001-5e1db688-fdb8-4740-9bb3-2c06a176b5d8,2018-09-06,2022-07-31,0.9818100647191011
SUFFOLK SOURCING,ocds-0c46vo-0001-0d64f763-d89f-4bff-93d5-b06a9b6f5017,2018-09-06,2023-07-31,0.3106991946003354
BUCKINGHAMSHIRE COUNTY COUNCIL,ocds-0c46vo-0001-3e53337b-72cb-4d16-96d6-b1b8e3e590a4,2018-09-06,2021-09-06,0.37299310948905107
SUFFOLK SOURCING,ocds-0c46vo-0001-6b5f6f82-e8a8-48ad-bcf2-39bffedefb78,2018-09-07,2023-07-31,0.8131567915771811
SUFFOLK SOURCING,ocds-0c46vo-0001-ed79bdfd-2d6c-4a4d-a7a3-fa0b6f7075bc,2018-09-07,2023-07-31,1.0724438486577181
SUFFOLK SOURCING,ocds-0c46vo-0001-0453cb14-71db-4b5b-a690-d1edd313138f,2018-09-07,2023-07-31,0.7059124067114094
DERBY CITY COUNCIL,ocds-0c46vo-0001-54233830-2f65-4fc4-82d4-453c0b603d46,2018-09-09,2022-07-31,0.9623596950336947
DERBY CITY COUNCIL,ocds-0c46vo-0001-48a7507f-39db-4a6e-9127-459d29627fe9,2018-09-10,2021-07-31,1.1694993731109384
SUFFOLK SOURCING,ocds-0c46vo-0001-26fa51ba-5c77-4185-81f8-ac9f4acbc351,2018-09-10,2023-07-31,2.103618972
